Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1738830710974,4370.506683349609,3200,1,0.99375,48447.58963012695,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,5.8323822021484375,0,11.358245849609375,0.18865203857421875,3.226654052734375,0,1.749725341796875,0,4.6539459228515625,0.20012664794921875,0.29726409912109375,0.0632781982421875,0.16283416748046875,0.0572967529296875,5.3710174560546875,4.539398193359375,17089679360,11274289152,6695600128,0
200,1738830710974,3621.8710021972656,3200,1,0.99375,48447.68292236328,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,0,0,97.50106048583984,0,0,0,0,0,99.04290771484375,0,0,0,0,0,0,0,17089679360,11274289152,6695624704,0
200,1738830711175,3622.6277923583984,3200,1,0.9875,48451.479431152344,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,9.08892822265625,1.0758895874023438,2.3066329956054688,88.80367279052734,21.739456176757813,9.553146362304688,21.88933563232422,1.3912734985351563,12.827972412109375,0.6310195922851563,5.235626220703125,0.26001739501953125,2.2052001953125,0.21181488037109375,15.098686218261719,1.4332046508789063,17089679360,11274289152,6735704064,0
200,1738830711376,2775.122299194336,3200,1,0.9875,48455.67449951172,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,12.452774047851563,4.473899841308594,28.870826721191406,37.537227630615234,31.644554138183594,4.485687255859375,20.299705505371094,1.7084808349609375,21.39728546142578,8.740325927734375,8.281669616699219,6.619598388671875,7.6248931884765625,1.89923095703125,20.154830932617188,10.003379821777344,17089679360,11274289152,6744096768,0
200,1738830711577,2775.3219299316406,3200,1,0.9875,48460.15547180176,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,17.07048797607422,0.6380081176757813,1.3911666870117188,93.82852935791016,31.751708984375,6.44830322265625,26.532989501953125,0.64300537109375,11.609443664550781,12.906204223632813,13.338226318359375,17.69666290283203,5.0551605224609375,0.5613250732421875,13.500648498535156,1.9661026000976563,17089679360,11274289152,6749646848,0
200,1738830711778,2775.4834899902344,3200,1,0.9875,48464.23568725586,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,19.41014862060547,0.7612686157226563,1.67413330078125,95.06735229492188,24.60065460205078,6.930145263671875,19.66515350341797,0.848419189453125,13.905181884765625,0.289459228515625,5.932624816894531,0.13520050048828125,1.2510223388671875,0.095703125,7.386299133300781,2.8227615356445313,17089679360,11274289152,6764326912,0
200,1738830711979,2775.6830291748047,3200,1,0.99375,48468.68309020996,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,24.986221313476563,0.1587066650390625,1.5329818725585938,97.05986022949219,37.596839904785156,13.253608703613281,28.38959503173828,0.23064422607421875,9.304008483886719,0.16875457763671875,12.632514953613281,0.135772705078125,8.82257080078125,0.12890625,12.79022216796875,5.0791473388671875,17089679360,11274289152,6776016896,0
200,1738830712180,2775.9393463134766,3200,1,0.9875,48473.182373046875,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,28.218955993652344,2.3992385864257813,0.9109420776367188,99.94890594482422,20.2852783203125,31.279335021972656,19.14330291748047,5.15240478515625,12.832550048828125,1.035064697265625,9.409584045410156,5.942298889160156,14.274330139160156,0.32576751708984375,13.479255676269531,9.842765808105469,17089679360,11274289152,6772719616,0
200,1738830712381,2776.0721282958984,3200,1,0.99375,48477.37564086914,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,32.253456115722656,2.1742095947265625,0.21726226806640625,100,20.47992706298828,5.904876708984375,33.367279052734375,0.5284500122070313,5.071250915527344,1.6034698486328125,6.8885498046875,0.11517333984375,1.5570526123046875,0.13587188720703125,2.5803756713867188,5.044288635253906,17089679360,11274289152,6789296128,0
200,1738830712581,2659.3048095703125,3200,1,0.9875,48481.34306335449,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,30.537918090820313,0.30933380126953125,0.19019317626953125,99.4942855834961,7.083839416503906,4.840370178222656,18.803199768066406,1.1781158447265625,8.80712890625,0.3105316162109375,2.0020904541015625,0.5920257568359375,5.104408264160156,0.3582305908203125,8.894943237304688,4.0989227294921875,17089679360,11274289152,6792380416,0
199,1738830712782,3180.0914459228516,3200,1,0.99375,48485.40263366699,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,9.593887329101563,0.1986083984375,0.21935272216796875,99.82035064697266,47.45241165161133,3.3981094360351563,19.817222595214844,0.5178146362304688,6.979255676269531,0.29059600830078125,2.5208969116210938,0.314178466796875,2.5621414184570313,0.23711395263671875,9.426620483398438,3.9169692993164063,17089679360,11274289152,6788026368,0
